10,14,18,22,26,30,34,38,42,46,50,54,58,62,66,70,74,78,82,86,90,94,98,102,106,110,114,118,122,126,130,134,138,142,146,150,154,158,162,166,170,174,178,182,186,190,194,198,202,206,210,214,218,222,226,230,234,238,242,246,250
0,1e-07,1e-06
0.0001270291317063911,6.587595242258094e-05,4.01062356314264e-05,2.6992013344586492e-05,1.9389142798399963e-05,1.4643710380619897e-05,1.139738367131289e-05,9.141568566278391e-06,7.4807294954940076e-06,6.340238798951816e-06,5.48245350309785e-06,4.8367314614584925e-06,4.331713774555484e-06,3.918513678012814e-06,3.5804434637810455e-06,3.28798019680188e-06,3.0498284006426025e-06,2.8289261846569095e-06,2.6504625074774635e-06,2.495735945912243e-06,2.3500418867069914e-06,2.223972902238586e-06,2.1046669414144805e-06,2.0017700492357235e-06,1.913471128332727e-06,1.8290671100613344e-06,1.7483861886242092e-06,1.6796624488946495e-06,1.6136400302079727e-06,1.5502127518556572e-06,1.4892786067696647e-06,1.4379292436877744e-06,1.3883503734316927e-06,1.34721703573262e-06,1.3007658637333154e-06,1.2622274352758677e-06,1.2248308037469672e-06,1.188542140568796e-06,1.15332861941941e-06,1.124782298028553e-06,1.0969425336859036e-06,1.0644428790324106e-06,1.038096590545817e-06,1.0124024055498775e-06,9.873441836701046e-07,9.677449085692514e-07,9.437920154222054e-07,9.204319862468872e-07,9.021609516791634e-07,8.842526062717069e-07,8.623662517112505e-07,8.452478509706353e-07,8.284692590332227e-07,8.12023730524577e-07,7.959046539693138e-07,7.801055491331364e-07,7.684623762991308e-07,7.532080143786938e-07,7.382564591600245e-07,7.272378892250038e-07,7.128018539594665e-07
0.0001270291317063911,6.587595242258094e-05,4.01062356314264e-05,2.685705327786356e-05,1.9292197084407965e-05,1.4497639369573214e-05,1.1283694769191543e-05,9.050381419829765e-06,7.406109218776455e-06,6.24560994234761e-06,5.4006271992574265e-06,4.740719926605768e-06,4.224498457516087e-06,3.821525578573009e-06,3.474363908557453e-06,3.1905655942843485e-06,2.9446722900463806e-06,2.7313866395862257e-06,2.5590762745639273e-06,2.3976361618390547e-06,2.24638054820695e-06,2.1258725197994803e-06,2.0118291952117825e-06,1.9039037726910635e-06,1.8108221656384726e-06,1.7309460363926827e-06,1.6545932768870908e-06,1.5816084697968544e-06,1.5118430533208604e-06,1.4524171043031987e-06,1.3953270084740629e-06,1.3404809505539568e-06,1.2942620344146488e-06,1.249636716608991e-06,1.206550050897193e-06,1.164948985550274e-06,1.1304344703804553e-06,1.0914578210174741e-06,1.0591206646372485e-06,1.0277415770551224e-06,9.972921730967448e-07,9.677449085692514e-07,9.437920154222054e-07,9.158298263156528e-07,8.931618961861638e-07,8.666997504635683e-07,8.452478509706353e-07,8.243269127380566e-07,8.039237938125945e-07,7.840256775207401e-07,7.684623762991308e-07,7.494419743068004e-07,7.308923509799034e-07,7.163837728235845e-07,6.986523812029453e-07,6.84783782546534e-07,6.711904824990838e-07,6.545776811645011e-07,6.415839873136562e-07,6.288482247744764e-07,6.163652734816208e-07
0.00012639398604785915,6.489274559817986e-05,3.931010682609116e-05,2.606134618315538e-05,1.844121013660567e-05,1.3651307876809893e-05,1.0466405121519759e-05,8.187069882860678e-06,6.533819474294321e-06,5.4006271992574265e-06,4.53160477175447e-06,3.879426504074636e-06,3.3714272243637385e-06,2.9594696382375686e-06,2.6109040232455487e-06,2.326600218887089e-06,2.083672888673871e-06,1.8754877708956776e-06,1.6881029637132155e-06,1.5270756327576177e-06,1.3814086215645342e-06,1.2559162980994884e-06,1.1418241664407013e-06,1.038096590545817e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8.899017533972291e-05,4.546057059104902e-05,2.7538669690057308e-05,1.844121013660567e-05,1.3180619611012898e-05,9.904930420933099e-06,7.709131723503421e-06,6.183309983172692e-06,5.05992697375059e-06,4.203375965228506e-06,3.5625412464621404e-06,3.0498284006426025e-06,2.6504625074774635e-06,2.3149672177926537e-06,2.0423109412995457e-06,1.8199217745110278e-06,1.6298982654053915e-06,1.4670509374038017e-06,1.3271096530721811e-06,1.206550050897193e-06,1.1024548077245263e-06,1.007340393522128e-06,9.29705801618027e-07,8.580544204526942e-07,7.919251306994672e-07,7.382564591600245e-07,6.84783782546534e-07,6.415839873136562e-07,5.981039171084212e-07,5.603723478078441e-07,5.276593830600211e-07,4.968561093716849e-07,4.678510443391221e-07,4.427529784808303e-07,4.1900130891137644e-07,3.965238076361083e-07,3.7525212136149576e-07,3.569060941056899e-07,3.3945700172889183e-07,3.22860993201886e-07,3.0861945865985366e-07,2.950061242113059e-07,2.805833132868169e-07,2.695544372179923e-07,2.57664277336716e-07,2.462985974211987e-07,2.366173491849326e-07,2.2731664135122482e-07,2.1838151603505416e-07,2.0979760330033425e-07,2.025639176376183e-07,1.9460174655384768e-07,1.8789200420292634e-07,1.805065413811981e-07,1.7428279258771732e-07,1.6827363462705604e-07,1.6247166854609798e-07,1.5765804070637657e-07,1.5222209343753674e-07,1.4697357411450424e-07,1.426191159225505e-07
8.899017533972291e-05,4.523326773809377e-05,2.740097634160702e-05,1.8257259065493028e-05,1.3049142930393043e-05,9.75709809628437e-06,7.594071968888668e-06,6.03026535125521e-06,4.910014034677814e-06,4.078840483146601e-06,3.4225085929267443e-06,2.915299183953168e-06,2.5208817412815262e-06,2.179825929532682e-06,1.913471128332727e-06,1.6881029637132155e-06,1.4967624188639847e-06,1.3337785458011871e-06,1.1945147141394936e-06,1.0697918382235281e-06,9.677449085692514e-07,8.754321865241466e-07,7.959046539693138e-07,7.236016997788788e-07,6.611728806489746e-07,6.041301150056021e-07,5.520087204702686e-07,5.069186986830689e-07,4.655117891174265e-07,4.274871421596369e-07,3.9454118859792776e-07,3.623136709335825e-07,3.3439056354596286e-07,3.0861945865985366e-07,2.8483450386125915e-07,2.6288262879531575e-07,2.4262256006736263e-07,2.2392391206447762e-07,2.0666634784637633e-07,1.8978511068197908e-07,1.7515858551529378e-07,1.6085101365235067e-07,1.4771213478844646e-07,1.3564648595201006e-07,1.245664019241299e-07,1.1381942139912444e-07,1.0347963965471462e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8.766198584900562e-05,4.4113687961203876e-05,2.61923077217642e-05,1.7105494270173418e-05,1.1863710003452242e-05,8.564869905714389e-06,6.372099295428961e-06,4.8367314614584925e-06,3.7083033652490454e-06,2.871787979220269e-06,2.223972902238586e-06,1.7222913062107194e-06,1.3138717342827862e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0002055358474212241,0.00013763663225419315,0.0001034307419592223,8.29593217837477e-05,6.926217092264654e-05,5.929411657474111e-05,5.204891758035262e-05,4.614935549041287e-05,4.174719063454644e-05,3.7954719768877464e-05,3.468017199445746e-05,3.200741011846445e-05,2.983827175691395e-05,2.78161356430972e-05,2.606134618315538e-05,2.453995794495003e-05,2.3223501589632745e-05,2.1977667088653722e-05,2.090318181202274e-05,1.98812279803827e-05,1.900425863139854e-05,1.8165972770165563e-05,1.736466405172847e-05,1.668211195852e-05,1.602638891069677e-05,1.547380938707629e-05,1.486558103577649e-05,1.435302541686172e-05,1.3927781290614369e-05,1.3447560400335022e-05,1.3049142930393043e-05,1.266252957031407e-05,1.228737059394358e-05,1.1923326636635419e-05,1.1570068388266315e-05,1.1283694769191543e-05,1.1004409254261875e-05,1.0678376222041407e-05,1.041407309591216e-05,1.0156311801708399e-05,9.95470394063628e-06,9.708312605802947e-06,9.468019763726706e-06,9.280074843324363e-06,9.095860723446999e-06,8.870726829111921e-06,8.69463847173484e-06,8.522045556185817e-06,8.352878696199028e-06,8.187069882860678e-06,8.02455245726787e-06,7.86526108373022e-06,7.74787107889791e-06,7.594071968888668e-06,7.443325848016538e-06,7.33223327931916e-06,7.186684787190681e-06,7.079422618406262e-06,6.97376135089872e-06,6.835328705561306e-06,6.733310570214715e-06
0.0002055358474212241,0.00013763663225419315,0.0001034307419592223,8.29593217837477e-05,6.926217092264654e-05,5.929411657474111e-05,5.204891758035262e-05,4.614935549041287e-05,4.153845468137371e-05,3.7764946170033076e-05,3.468017199445746e-05,3.200741011846445e-05,2.968908039812938e-05,2.7677054964881716e-05,2.5931039452239604e-05,2.441725815522528e-05,2.3107384081684582e-05,2.1867778753210453e-05,2.0798665902962626e-05,1.9781821840480787e-05,1.8909237338241547e-05,1.8075142906314734e-05,1.727784073146983e-05,1.65987013987274e-05,1.5946256966143286e-05,1.539644034014091e-05,1.486558103577649e-05,1.435302541686172e-05,1.3858142384161297e-05,1.3380322598333347e-05,1.2983897215741077e-05,1.25992169224625e-05,1.2225933740973863e-05,1.1863710003452242e-05,1.1512218046324983e-05,1.1227276295345585e-05,1.0894640271950612e-05,1.06249843409312e-05,1.03620027304326e-05,1.0105530242699856e-05,9.855405768828432e-06,9.659771042773933e-06,9.420679664908072e-06,9.187506096762202e-06,9.005129512730616e-06,8.826373194966361e-06,8.651165279376166e-06,8.437038151762862e-06,8.269558731204442e-06,8.105403860779142e-06,7.944507546506624e-06,7.825934778311569e-06,7.670586064885904e-06,7.518321100999003e-06,7.406109218776455e-06,7.2590942523579515e-06,7.1149976064384535e-06,7.0088053777876585e-06,6.9041980814235055e-06,6.7671463017233315e-06,6.6661457972768235e-06
0.0002055358474212241,0.00013694844909292218,0.00010291358824942619,8.254452517482896e-05,6.857128076769313e-05,5.8702657761908066e-05,5.127208097935116e-05,4.5689015669396e-05,4.091848805294738e-05,3.720129962782706e-05,3.3991753261956594e-05,3.13720470439125e-05,2.909973732624199e-05,2.712765160259949e-05,2.5416295369799825e-05,2.381290057053838e-05,2.253544751357115e-05,2.132652396261352e-05,2.0182453623520444e-05,1.9195736098985925e-05,1.8257259065493028e-05,1.7451923670078865e-05,1.668211195852e-05,1.602638891069677e-05,1.539644034014091e-05,1.4791253130597608e-05,1.4209853988328525e-05,1.3719907413879288e-05,1.3246853880414973e-05,1.2790110926808989e-05,1.2349116174817669e-05,1.1983242850889868e-05,1.1628209435443532e-05,1.1283694769191543e-05,1.0949387207990565e-05,1.06249843409312e-05,1.0310192716780437e-05,1.0055002591486356e-05,9.75709809628437e-06,9.515597752489152e-06,9.280074843324363e-06,9.050381419829765e-06,8.826373194966361e-06,8.607909452979285e-06,8.394852961004048e-06,8.22821093754842e-06,8.02455245726787e-06,7.86526108373022e-06,7.670586064885904e-06,7.518321100999003e-06,7.369078672682573e-06,7.222798781096161e-06,7.079422618406262e-06,6.938892544144227e-06,6.8011520620334995e-06,6.6661457972768235e-06,6.533819474294321e-06,6.404119894903479e-06,6.308537604957057e-06,6.183309983172692e-06,6.060568192216291e-06
0.00030386961791379724,0.0001309075952601551,7.282245105383105e-05,4.614935549041287e-05,3.184737306787213e-05,2.3340202602645974e-05,1.7805369139045123e-05,1.3997770141320974e-05,1.1340396752956325e-05,9.326708385250615e-06,7.825934778311569e-06,6.6661457972768235e-06,5.764267803995544e-06,5.009454202187427e-06,4.397344693778211e-06,3.89892110962275e-06,3.474363908557453e-06,3.1115951175793646e-06,2.814781553733625e-06,2.5462808931911077e-06,2.3382916772734564e-06,2.1472917550561655e-06,1.9917611989895448e-06,1.8661103320411993e-06,1.7483861886242092e-06,1.6380887089501422e-06,1.5502127518556572e-06,1.4670509374038017e-06,1.3953270084740629e-06,1.3271096530721811e-06,1.2622274352758677e-06,1.206550050897193e-06,1.1591242406225227e-06,1.1135625946057182e-06,1.0697918382235281e-06,1.0277415770551224e-06,9.92305712231261e-07,9.58091653106273e-07,9.250572726099369e-07,8.976501469207676e-07,8.666997504635683e-07,8.410216117157821e-07,8.161042517834945e-07,7.919251306994672e-07,7.723239962805334e-07,7.494419743068004e-07,7.308923509799034e-07,7.128018539594665e-07,6.916833237004459e-07,6.779530643156322e-07,6.611728806489746e-07,6.448080274509107e-07,6.288482247744764e-07,6.163652734816208e-07,6.011094644305741e-07,5.891771413825884e-07,5.77481680905809e-07,5.660183811599142e-07,5.547826336384609e-07,5.437699213161597e-07,5.329758168329295e-07
0.00030386961791379724,0.0001309075952601551,7.24583387985619e-05,4.5918608712960804e-05,3.1688136202532765e-05,2.3223501589632745e-05,1.77163422933499e-05,1.3927781290614369e-05,1.1227276295345585e-05,9.23367446910774e-06,7.74787107889791e-06,6.566652737984242e-06,5.649844209554998e-06,4.910014034677814e-06,4.288504929654293e-06,3.802417950680144e-06,3.3714272243637385e-06,3.019406362346193e-06,2.704141057856353e-06,2.446194341077747e-06,2.2351486454659153e-06,2.0525738103513024e-06,1.8943842538276081e-06,1.7660020591643738e-06,1.6463203105026554e-06,1.542461688096379e-06,1.4524171043031987e-06,1.3676290705644279e-06,1.2942620344146488e-06,1.2248308037469672e-06,1.164948985550274e-06,1.1079947816326896e-06,1.0591206646372485e-06,1.0124024055498775e-06,9.677449085692514e-07,9.29705801618027e-07,8.931618961861638e-07,8.580544204526942e-07,8.243269127380566e-07,7.959046539693138e-07,7.684623762991308e-07,7.4196629061309e-07,7.163837728235845e-07,6.951591192969305e-07,6.711904824990838e-07,6.513047927586786e-07,6.320082661050013e-07,6.132834471142127e-07,5.951133975228791e-07,5.77481680905809e-07,5.603723478078441e-07,5.465024334835776e-07,5.303109377487648e-07,5.171850808063752e-07,5.043841051896536e-07,4.894404698322989e-07,4.773262079313342e-07,4.655117891174265e-07,4.5398979190030337e-07,4.4497786781992995e-07,4.3396411075821713e-07
0.00030235026982422823,0.00013025305728385432,7.173556686904624e-05,4.523326773809377e-05,3.0903815320276224e-05,2.2310656424623277e-05,1.676594166685427e-05,1.3049142930393043e-05,1.03620027304326e-05,8.352878696199028e-06,6.869677091016388e-06,5.678235386487436e-06,4.764542639804792e-06,4.017963279080578e-06,3.4053960499621104e-06,2.900722688033402e-06,2.483257266182682e-06,2.1258725197994803e-06,1.8199217745110278e-06,1.5580027656840777e-06,1.3404809505539568e-06,1.1591242406225227e-06,1.0023036915545174e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0014838425699981676,0.0010291358824942663,0.000785089341082671,0.0006360459219224143,0.0005336988887577526,0.000461493554904131,0.0004051032613461943,0.0003609911847116903,0.0003265564089769453,0.0002968908039812952,0.00027263971459899107,0.0002528921389295093,0.00023457490052910623,0.00021977667088653811,0.00020591199210580658,0.0001938914279840004,0.00018349004085922713,0.00017364664051728538,0.00016515707891733827,0.0001570825708764154,0.00015015359244237818,0.00014353025416861774,0.00013788851672240542,0.0001324685388041502,0.0001272616037217499,0.00012287370593943623,0.00011863710003452286,0.000114546569560934,0.00011059707793228058,0.0001067837622204145,0.0001036200273043264,0.00010055002591486397,9.757098096284408e-05,9.468019763726744e-05,9.233674469107777e-05,8.960103865166998e-05,8.738330122346609e-05,8.522045556185851e-05,8.311114302718067e-05,8.105403860779177e-05,7.904785008774124e-05,7.747871078897945e-05,7.556101609044258e-05,7.406109218776488e-05,7.222798781096195e-05,7.079422618406293e-05,6.938892544144259e-05,6.801152062033532e-05,6.666145797276856e-05,6.533819474294352e-05,6.404119894903508e-05,6.276994916932301e-05,6.152393433256858e-05,6.06056819221632e-05,5.940262887104585e-05,5.8516037209816886e-05,5.735446464975594e-05,5.649844209555025e-05,5.537691980604405e-05,5.455041235582386e-05,5.3736240632611644e-05
0.0014838425699981676,0.0010291358824942663,0.000785089341082671,0.0006360459219224143,0.0005336988887577526,0.000461493554904131,0.0004051032613461943,0.0003609911847116903,0.0003265564089769453,0.0002968908039812952,0.00027263971459899107,0.0002528921389295093,0.00023457490052910623,0.00021977667088653811,0.00020591199210580658,0.0001938914279840004,0.00018349004085922713,0.00017364664051728538,0.00016515707891733827,0.0001570825708764154,0.00015015359244237818,0.00014353025416861774,0.00013788851672240542,0.0001324685388041502,0.0001272616037217499,0.00012287370593943623,0.00011863710003452286,0.000114546569560934,0.00011059707793228058,0.0001067837622204145,0.0001036200273043264,0.00010055002591486397,9.757098096284408e-05,9.468019763726744e-05,9.233674469107777e-05,8.960103865166998e-05,8.738330122346609e-05,8.522045556185851e-05,8.311114302718067e-05,8.105403860779177e-05,7.904785008774124e-05,7.747871078897945e-05,7.556101609044258e-05,7.406109218776488e-05,7.222798781096195e-05,7.079422618406293e-05,6.938892544144259e-05,6.801152062033532e-05,6.666145797276856e-05,6.533819474294352e-05,6.404119894903508e-05,6.276994916932301e-05,6.152393433256858e-05,6.06056819221632e-05,5.940262887104585e-05,5.8516037209816886e-05,5.735446464975594e-05,5.649844209555025e-05,5.537691980604405e-05,5.455041235582386e-05,5.3736240632611644e-05
0.0014838425699981676,0.0010291358824942663,0.000785089341082671,0.0006360459219224143,0.0005336988887577526,0.000461493554904131,0.0004051032613461943,0.0003609911847116903,0.0003265564089769453,0.0002968908039812952,0.00027263971459899107,0.0002528921389295093,0.00023457490052910623,0.00021977667088653811,0.00020591199210580658,0.0001938914279840004,0.00018349004085922713,0.00017364664051728538,0.00016515707891733827,0.0001570825708764154,0.00015015359244237818,0.00014353025416861774,0.00013788851672240542,0.0001324685388041502,0.0001272616037217499,0.00012287370593943623,0.00011863710003452286,0.000114546569560934,0.00011059707793228058,0.0001067837622204145,0.0001036200273043264,0.00010055002591486397,9.757098096284408e-05,9.468019763726744e-05,9.233674469107777e-05,8.960103865166998e-05,8.738330122346609e-05,8.522045556185851e-05,8.311114302718067e-05,8.105403860779177e-05,7.904785008774124e-05,7.747871078897945e-05,7.556101609044258e-05,7.406109218776488e-05,7.222798781096195e-05,7.079422618406293e-05,6.938892544144259e-05,6.801152062033532e-05,6.666145797276856e-05,6.533819474294352e-05,6.404119894903508e-05,6.276994916932301e-05,6.152393433256858e-05,6.06056819221632e-05,5.940262887104585e-05,5.8516037209816886e-05,5.735446464975594e-05,5.649844209555025e-05,5.537691980604405e-05,5.455041235582386e-05,5.3736240632611644e-05
